Id;RentPerWeek;RentPerMonth;LandLord;Status;Furnishing;Type;NumberOfBedrooms;IsFeatured;IsActive;ReferenceNumber;ViewingArrangements;Description;DisplayFrom;AvailableFrom;Area;BuildingName;DoorNumber;Street;PostCode
126;240.00000;1040.00000;103;1;not specified       ;70;1;0;0;          ;;Large Studio Apartment on a 2nd Floor of a quiet block of flats a stone throw from Portobello road,close to Ladbroke grove and Westbourne Park Station. The apartment has separate kitchen and benefits from gas central heating.;2009-09-07 00:00:00.000;2009-09-07 00:00:00.000;277;;Flat E,11;Raddington Road;W10 5TG   
127;350.00000;1516.66670;104;;not specified       ;26;2;0;0;          ;;2 Bedrooms Flat with Large reception, Recently refurbished. In Zone 2. Close to all local amenities, Shops, Pubs, Resturants are all within walking distance. ;2009-09-07 15:33:59.000;2009-09-07 15:33:59.000;240;Marada House;1;Brondesbury Park;NW6 7BS   
128;425.00000;1841.66670;104;;not specified       ;26;3;0;0;          ;Call landlord;3 Bedrooms Flat with Large reception, 2 bathrooms. Recently refurbished.The property is situated in a convenient location, close to all local amenities. Kilburn tube  (Jubilee line),  Queens Park tube Stations (Bkloo line).;2009-09-07 15:34:00.000;2009-09-07 15:34:00.000;240;Marada House;1;Brondesbury park;NW6 7BS   
129;270.00000;1170.00000;105;;not specified       ;126;2;0;0;          ;;First Floor Flat. Two Double  Bedroom, with fitted kitchen, washing machine, reception. Close to Kensal Green Station. Available end of April;2009-09-07 15:34:00.000;2009-09-07 15:34:00.000;255;First Floor;FF, 61;Ashburnham Road;NW10 5SA  
130;350.00000;1516.66670;106;;not specified       ;69;2;0;0;          ;;2 Bedroom, Loft exposed Ground Floor Flat, with Under floor heating throughout. Large open plan Kitchen- with Washing Machine. Reception room/ Dining area, Walk in Shower. Gated Block Private Terrace and Off Street Parking. 10 minutes to Willesden Junction;2009-09-07 15:34:00.000;2009-09-07 15:34:00.000;265;;4;New Crescent Yard;NW10 8SJ  
131;195.00000;845.00000;107;;not specified       ;126;1;0;0;          ;;We are pleased to offer you a furnished 1 Bedroom self-contained First floor Flat, 2 Reception rooms, Kitchen, Bathroom, Washing machine and Tumble dryer. Close to Willesden Green Station and Bus stops. Local amenities, Library and Restaurants are just a s;2009-09-07 15:34:00.000;2009-09-07 15:34:00.000;264;;15;Staverton Road;NW2 5EY   
132;220.00000;953.33330;108;;not specified       ;35;0;0;0;          ;CALL Kari 07956251212;Lovely two bedroom ground floor flat on Fernhead Road. This 2 bed garden flat is done to very high standards. It boasts of a three piece bathroom, double size bedroom, open- plan kitchen lounge.Available end of June and as a flat share with all bills inclu;2009-09-07 15:34:01.000;2009-09-07 15:34:01.000;262;;147A ;Fernhead Road;W9 3ED    
133;220.00000;953.33330;109;;not specified       ;26;1;0;0;          ;;Brand New Flat. We are pleased to market this One Bedroom Flat completed to high standards. This property boasts of a Double sized Bedroom, a contemporary En-suite Toilet and Showeroom, an Open- plan Kitchen/Lounge and an Elevator in the communal hallway.E;2009-09-07 15:34:01.000;2009-09-07 15:34:01.000;258;;240-242;Kilburn High Road;NW6 2BS   
134;400.00000;1733.33330;109;;not specified       ;26;3;0;0;          ;;Brand New Flat. We are pleased to market this 3 Double Bedroom flat completed to high standards in a newly built block of flats. The property comprises of a contemporary En-suite Toilet and Bathroom, separate Toilet and Bath, an Open- plan Kitchen/Lounge a;2009-09-07 15:34:01.000;2009-09-07 15:34:01.000;258;;240-242;Kilburn High Road;NW6 2BS   
135;350.00000;1516.66670;109;;not specified       ;26;2;0;0;          ;;Brand New Flat. We are pleased to market this 2 bedroom flat completed to high standards. This property boasts of 2 Double sized Bedrooms, a contemporary En-suite Toilet and Bathroom,seperate Toilet and Bath an Open- plan Kitchen/ Lounge and an Elevator in;2009-09-07 15:34:01.000;2009-09-07 15:34:01.000;258;;240-242;Kilburn High Road;NW6 2BS   
136;120.00000;520.00000;110;1;not specified       ;97;1;0;0;          ;Call Lindsay;Double room available in a very nice family house. Shared kitchen, Bathroom, very big Living room and a Rear garden. Close to Queens Park tube station. Bills included. Available now for non-smoker female.;2009-09-07 00:00:00.000;2009-09-07 00:00:00.000;262;;17;Summerfield Avenue;NW6 6JT   
179;240.00000;1040.00000;112;2;;72;2;1;1;;;A spectacular two double bedroom maisonette located in a quiet cul-de-sac, benefits from a separate lounge modern bathroom/kitchen and has its own balcony,also close to transport and local amenities. MUST BE SEEN!! ;2009-09-07 00:00:00.000;2009-09-07 00:00:00.000;336;;12;High Road ;N20 0PZ
185;276.92308;1200.00000;117;2;Furnished;71;2;1;1;;Keys in office, Call land lord before going.;A stunning two double bed conversation flat, Furnished to a high standard. The property benefits from having a through lounge/kitchen  and a beautiful 50ft garden. Located in the heart of Finchley central.;2009-09-17 00:00:00.000;2009-09-17 00:00:00.000;323;;8A;Brownlow Road, Finchley Central;N3 1NA
186;253.84615;1100.00000;118;1;Furnished;71;2;1;1;3;;A two bedroom Maisonette, benefiting from front and rear garden and off street parking. The property has been recently refurbished throughout and walking distance to Woodside Park tube and local amenities.;2009-09-17 00:00:00.000;2009-09-17 00:00:00.000;330;Park Court;11;Friern Park;N12 9UH
187;288.46154;1250.00000;119;2;Furnished;126;3;1;1;4;call LL;A three bedroom spacious top floor flat, benefits from open plan lounge/kitchen dinner, a newly fitted bathroom and close to Finchley central station and local amenities. Sharers accepted. ;2009-09-17 00:00:00.000;2009-09-17 00:00:00.000;323;;40;Princes Avenue;N3 2DA
188;334.61538;1450.00000;120;2;Furnished ;1;3;1;1;5;Through TT;A delightful three bedroom terrace house. Benefits from wooden flooring downstairs and modern appliances. Within walking distance to North Finchley amenities and Woodside Park Tube Station.  ;2009-09-17 00:00:00.000;2009-09-17 00:00:00.000;330;;10;Grange Avenue;N12 8DN
189;369.23000;1599.99667;121;1;Unfurnished;4;3;1;1;6;;JS Residential are pleased to offer this bright and spacious three double bedroom two bathroom family house,on a quiet cul-de-sac, benefits are close to primary schools, Woodside Park tube and local amenities. ;2009-09-17 00:00:00.000;2009-09-17 00:00:00.000;337;;7;Squirrels Close;N12 8AY
202;276.92308;1200.00000;122;1;Furnished;126;2;1;1;;;A STUNNING TWO BEDROOM FLAT IN THIS PRESTIGEOUS DEVELOPMENT WITH BEAUTIFUL GARDENS,CLOSE TO SHOPS AND TUBE..MUST BE SEEN ;2009-09-17 00:00:00.000;2009-09-17 00:00:00.000;323;Finchley Court ;36;Ballards Lane;N3 1NH
190;300.00000;1300.00000;122;2;Part Furnished;35;3;1;1;7;call Dillip 2 view 0208 881 0224;DEAL FOR SHARERS!!!! A modern three Double Bedroom flat on split level. A jump across to Bounds Green Station and local amenities. The property benefits having large rooms and two w/c. A REAL BARGIAN!!  ;2009-09-17 00:00:00.000;2009-09-17 00:00:00.000;319;Queens Parade;5;Brownlow Road;N11 2DN
191;288.46154;1250.00000;123;2;Furnished;126;2;1;1;8;;A spacious two DOUBLE bedroom apartment located close to transport links and local amenities. This property has been refurbished throughout to a high standard.;2009-09-17 00:00:00.000;2009-09-17 00:00:00.000;330;Arundel Court;10;Woodhouse Road;N12 9NG
192;311.53846;1350.00000;124;1;Funished;126;2;1;1;9;;A luxury two double bedroom and two bathrooms in a very popular block. The property benefits from having a spacious kitchen with breakfast area and has been well kept. The block has a lift and security entryphone. ;2009-09-17 00:00:00.000;2009-09-17 00:00:00.000;336;Greenleaf Court;17;Oakleigh Park North;N20 9AQ
193;461.53846;2000.00000;125;2;part Furnihed;126;2;1;1;10;thro LL;A brand new fully refurbished two bedroom conversion flat. The property benefits from a bright and spacious lounge  & diner overlooking a lovely garden. Both bedrooms have en-suite. Viewing recommended.;2009-09-17 00:00:00.000;2009-09-17 00:00:00.000;323;;33b;Dollis Avenue;N3 1DA
208;669.23000;2899.99667;125;2;Part Furnished;83;4;1;1;23;thr LL;A brand new refurbished four bedroom conversion. This property is in a premier location close to Finchley Central. The property benefits from having wooden flooring throughout and three bathrooms with high standard appliances. Car park space is also available.;2009-09-17 00:00:00.000;2009-09-17 00:00:00.000;323;;31b;Dollis Avenue;N3 1DA
195;240.00000;1040.00000;126;2;Furnished;126;2;1;1;11;;A delightful converted two double bedroom flat on the first floor. The property benefits from walking distance to West Finchley tube and local shopping area.;2009-09-17 00:00:00.000;2009-09-17 00:00:00.000;330;;36,5;Alexandra Grove ;N12 8HG
196;323.07692;1400.00000;127;1;Un Funished;3;3;1;1;12;;A well presented semi-detached three bedroom. Property has been recently refurbished. Benefits from two reception rooms and wooden flooring.;2009-09-17 00:00:00.000;2009-09-17 00:00:00.000;324;;6;Ingle Way;N12 0QJ
197;346.15385;1500.00000;128;2;Flexable;126;3;1;1;12;;A spacious 3 bedroom with wooden flooring throughout. Within walking distance of Finchley Central Tube. Accommodation comprises 2 double bedroom and one single fully fitted kitchen, bathroom and residential parking space.;2009-09-17 00:00:00.000;2009-09-17 00:00:00.000;323;Chessington Court;1;Regents Park Road;N3 3AA
198;226.15385;980.00000;129;3;Unfurnished;126;2;1;1;13;;A ground floor 2 bed flat set in this well established block within walking distance of North Finchleys local shops, bars, restaurants, health clubs and Woodside Park tube, flat benefits from having direct access out to communal areas from kitchen and is available October 2009.;2009-09-17 00:00:00.000;2009-09-17 00:00:00.000;330;Henley House;3;Friern Park;N12 9UE
200;276.92308;1200.00000;130;1;Furnished;126;2;0;1;15;;A modern spacious two double bedroom flat, situated within close to proximity to Woodside Park tube station. This property is highly presentable throughout and benefits from a separate kitchen, allocated parking space and a lift. Great price MUST BE SEEN!!;2009-09-17 00:00:00.000;2009-09-17 00:00:00.000;337; Brookfield Court;9;Woodside Grange Road;N12 8TW
201;323.07692;1400.00000;131;1;Unfurnished;3;3;1;1;16;;An attractive family home, this three bedroom semi-detached house is close to West Finchley tube station, parkland, good schools and shopping facilities. The Kitchen is modern and fitted, there is wooden flooring through-out downstairs, nice sized garden and also has a driveway.;2009-09-17 00:00:00.000;2009-09-17 00:00:00.000;337;;5;Courthouse Road;N12 7PH
203;180.00000;780.00000;132;3;Furnished;126;1;1;1;19;;A sunny ground floor flat. Property benefits wooden flooring, separate kitchen and lounge. Close to Woodside Park Station and North Finchley's amenities.;2009-09-17 00:00:00.000;2009-09-17 00:00:00.000;330;Finchley Lodge;7;Gainsborough Road;N12 8AL
204;385.00000;1668.33333;133;2;Flexable;21;2;0;0;20;Thro erol;A Magnificent newly refurbished 2 bed cottage moments from Temple Fortune Parade, Benefits from solid oak flooring and a stunning central staircase with a beautiful garden. ;2009-09-17 00:00:00.000;2009-09-17 00:00:00.000;326;;153;Willifield Way ;NW11 6YD
205;214.61538;930.00000;134;2;Furnished;126;1;1;1;21;;A lovely 2 bed flat situated only a few minutes walk from New Barnet mainline station & local shops. Internally the flat is offered in very good decorative order and offers spacious living accommodation.;2009-09-17 00:00:00.000;2009-09-17 00:00:00.000;329;North Lodge;1;Somerset Road;EN5 1RJ
207;300.00000;1300.00000;134;2;Furnished;126;2;1;1;22;;JS Residential are pleased to offer a large 2 double bed flat in this modern popular development,  just a 2 minute walk to Woodside Park tube. The flat offers a balcony accessed by the lounge & both bedrooms, en-suite bathroom to the master bedroom, secure underground parking, video entry phone & central heating. Viewings highly recommended!;2009-09-17 00:00:00.000;2009-09-17 00:00:00.000;337;Woodside Grange;1;Holden Road;N12 7DS
206;265.38462;1150.00000;135;1;Furnished;126;2;1;1;22;;JS Residential are proud to offer a  brand new totally refurbished 2 Double Bedroom first floor flat in a pleasant and quiet residential location. Property benefits from  high quality furniture, kitchen and bathroom. Within 3 mins walking distance to Woodside Park tube and local facilities.;2009-09-17 00:00:00.000;2009-09-17 00:00:00.000;337;Avon Court;5;Holden Road;N12 8HR
209;154.61538;670.00000;136;2;Furnished;70;1;1;1;24;;ALL BILLS INCLUSIVE, EXCEPT ELECTRICITY. A modern studio flat with wooden flooring, own shower and toilet, shared kitchen. Arrange a viewing.;2009-09-17 00:00:00.000;2009-09-17 00:00:00.000;323;;1,35;Grosvenor Road;N3 1EY
210;300.00000;1300.00000;138;2;Part Funished;3;3;1;1;24;Thr LL;A delightful three bedroom semi detached house, located close to North Finchley's amenities. This property benefits from having two receptions rooms and a well kept garden. Ideal for a professional family or sharers. MUST BE SEEN!!;2009-09-21 00:00:00.000;2009-09-21 00:00:00.000;324;;3;Horsham Aveune;N12 9BG
211;265.38462;1150.00000;139;2;Any;126;2;1;1;25;;A very popular block near both West Finchley and Finchley tube, within proximity to local amenities such as parks, shopping and school. In excellent condition throughout. Viewing highly recommended. Available 19th November 2009;2009-09-22 00:00:00.000;2009-11-19 00:00:00.000;323;;34;Finchley Crt;N3 1NH
212;115.38462;500.00000;140;2;Furnished;4;1;0;1;26;;A ROOM SHARE which offers a spacious double bedroom. Modern Kitchen, lounge and bathroom. Friendly environment throughout. ALL BILLS INCLUSIVE! SINGLE TENANT ONLY.;2009-09-28 00:00:00.000;2009-09-28 00:00:00.000;327;;38;Wolmer Gardens ;HA8 8QD
213;461.53846;2000.00000;142;2;Part-Furnished ;1;0;1;1;27;;A very attractive semi-detached house situated in a very quiet cul-de-sac in North Finchley. The property has been refurbished throughout to a high standard, with open plan kitchen plus a dining area and a downstairs W/C. This property also benefits of having a garage and parking space for two cars on the driveway.;2009-09-29 00:00:00.000;2009-09-29 00:00:00.000;323;;14;Steyings Way;N12 7LN
214;288.46154;1250.00001;143;2;Furnished;126;2;1;1;28;;Two spacious double bedroom apartment with two bathrooms. The property benefits from being furnished and having bright and sunny kitchen and lounge. Within walking distance to Woodside Park Tube and local amenities. MUST BE SEEN!!;2009-09-29 00:00:00.000;2009-09-29 00:00:00.000;337;;18;Brecon Court;N12 8RR
215;400.00000;1733.33333;144;2;Fully Furnished;126;1;0;0;;Call Landlord;We are pleased to offer this stunning one bedroom flat for short let. This property offer a double bedroom, good sized open plan kitchen lounge, shower room, an outside space in form of a roof Terrence. Close to Kensal rise and green stations, close to local amenities, viewing is highly recommended. Call us on 02073725950. available by the 22/10/09;2010-01-21 00:00:00.000;2009-10-22 00:00:00.000;254;;2;72 Chamberlayne Road;NW10
216;288.46154;1250.00000;146;2;Un Furnished;126;2;1;1;29;;JS Residential are pleased to offer this beautiful newly refurbished two double bedroom flat decorated to the highest standards. 5 minutes walk to Finchley Central Station and High street. MUST BE SEEN!;2009-10-02 00:00:00.000;2009-10-02 00:00:00.000;323;;10;Stuart Court;N3 1JP
219;380.76923;1650.00000;147;2;Un Furnished;4;4;1;1;30;;A outstanding four double bedroom detached house. This property benefits of a spacious through lounge, full spec kitchen with all modern and built in appliances, leading to a utility room and a garage. All bedrooms are built with wardrobes. The property is situated at the end of cul de sac, offering space for two cars on the driveway and a well maintained garden.;2009-10-05 00:00:00.000;2009-10-05 00:00:00.000;333;;5;Oxford Aveune;N14 5AF
223;310.00000;1343.33333;156;2;;126;2;0;0;;PICK KEYS FROM THE FLOWER SHOP;minutes from the Queens Park tube station and local amenities. It's a very spacious flat with 2 double bedrooms, large kitchen, lounge, large modern bathroom and separate toilet. The council tax and water bill is inclusive.  Suitable for 2 professional shares and available now.;2009-11-11 00:00:00.000;2009-11-11 00:00:00.000;262;;71;Salubury Road;NW6 6NJ
224;240.00000;1040.00000;157;3;;126;1;0;0;;Keys in the office but call tenant to inform her;QPRE is pleased to offer this one bedroom, period conversion first floor flat. This property offers one double bedroom, open- plan kitchen lounge overlooking a garden, three-piece bathroom, within a few minutes walk of Kilburn Tube Station (Jubilee line), Kilburn high road and Queens Park. Available 30th November 2009.  ;2009-11-12 00:00:00.000;2009-11-30 00:00:00.000;240;;60;CAVENDISH ROAD;NW6
407;350.00000;1516.66667;333;2;;126;3;0;0;;;New on the market 3 bedroom property set in the sought after area of Queens Park. The property is close to local amenities and Queens Park tube station on the Bakerloo line. The property offers 2 good size double bedrooms and 1 good size single, separate kitchen and good size reception. Available 2nd june 2010;2010-05-26 00:00:00.000;2010-05-26 00:00:00.000;262;;51a;Salusbury Road;NW6 6NJ
476;300.00000;1300.00000;388;2;is furnished;18;4;1;1;Ref Number;Desicription Here;Desicription Here, Desicription Here, Desicription Here;2010-07-17 00:00:00.000;2010-07-17 00:00:00.000;325;Building Name;12;London;E5 9PS
280;110.00000;476.66667;217;1;Fullly Furnished;1;1;0;0;;Contact landlady for viewing arrangements.;Ground floor, large double room, share open plan dining/kitchen, own bathroom, suitable for female, close to Dollis hill underground station. ?110 per week all bills inclusive.;2010-03-03 00:00:00.000;2010-03-03 00:00:00.000;252;;27;Dewsbury Road;NW10 1EL
386;250.00000;1083.33333;297;2;;26;1;0;0;;;We are happy to offer you this stunning apartment set on the sixth floor in Amelia Apartments at Beaufort Park. Use of well equipped gym and allocated parking space. The Colindale Tube station is nearby. Available now also for Short Let at ?500 pw;2010-05-18 00:00:00.000;2010-05-18 00:00:00.000;270;Amelia Apartments;111A;Aerodrome Road;NW9 5JP
394;95.00000;411.66667;302;2;;97;0;0;0;;;Double room available in a very nice family house. Shared kitchen, Bathroom and a Rear garden. Close to all local transport .All bills included.;2010-05-19 00:00:00.000;2010-05-19 00:00:00.000;262;;9;Plympton Ave;NW6 7TL
395;90.00000;390.00000;303;2;;97;0;0;0;;;Spacious bed-sit with own cooking facilities, share bathroom. Close to Queens Park Station, pubs, cafes and shopping facilities. For females only. For viewing, call 02073725950;2010-05-19 00:00:00.000;2010-05-19 00:00:00.000;262;;123;Priory Park Road;NW6 7UY
396;200.00000;866.66667;304;2;;126;1;0;0;;;New on the market First Floor 1 bedroom Flat located close to Queens Park Station. The property offers open plan kitchen, double bedroom and bathroom. Available 18th June 2010.Call our office on 020 7372 5950;2010-05-19 00:00:00.000;2010-05-19 00:00:00.000;258;;174K;Third Avenue;NW10 4JL
397;700.00000;3033.33333;305;2;;126;3;0;1;;;A spacious, modern and well decorated three-bedroom apartment with features including parquet wood floors, fully fitted kitchen c/w various appliances, granite tiled walls, two en-suites bedrooms and a separate shower room.  The master bedroom overlooks London's Hyde Park and is approximately five minutes away from Lancaster Gate Tube Station. The rent is inclusive of Heating & Hot Water.;2010-05-19 00:00:00.000;2010-05-19 00:00:00.000;289;Barrie House;15;Lancaster Gate;W2
398;320.00000;1386.66667;306;2;;126;2;0;0;;;We are pleased to offer this two bedroom split level first floor flat. This property offers two double bedrooms, fitted kitchen, three-piece bathroom and an outside space in form of a roof Terence. Viewing is highly recommended;2010-05-19 00:00:00.000;2010-05-19 00:00:00.000;262;;56;Priory Park Road;NW6
474;300.00000;1300.00000;386;1;fully furnished;1;2;0;1;;Call Toby;Modern and spacious two bedroom apartment in Millennium Quay waterside development. The property is fully furnished to a high standard with a mix of wood flooring and carpets throughout, both bedrooms are very large doubles one of which is en-suite. The lounge offers lovely views onto the River Thames. Ideal for workers in Canary Wharf. No DSS tenants.;2010-07-16 00:00:00.000;2010-07-24 00:00:00.000;302;Stretton Mansions;50;Glaisher Street;Se8 3JP
479;115.40000;500.06667;396;1;Furnished;26;1;0;1;;Keys in office.;QPRE is happy to offer you this spacious bedroom within a  three bedroom apartment on the 4th floor, Share kitchen, bathroom, separate WC, living room. Bills included. Available now.;2010-07-26 00:00:00.000;2010-07-26 00:00:00.000;258;Blake Court;49;Malvern Road;NW6 5PW
480;230.00000;996.66667;397;1;Fully furnished;1;1;0;1;;Call Landlady to book an appointment;Located in Central Harrow is an Urban Chic One Bedroom Apartment available for rent. All bills inclusive, excellent facilities, quality fittings everything provided. Stainless steel top of the range kitchen. Dark chocolate travertine marble throughout a large bathroom which comprises of a bath, separate power shower, wall hung large basin and toilet. Double bedroom with built in wardrobe and a desk area that is sufficient for all your computer needs. Within 5 minute walk to Harrow on the Hill tube and bus station.. Suited for a non-smoker professional cityscaper only...;2010-07-26 00:00:00.000;2010-07-26 00:00:00.000;286;;104;Nibthwaite Road;HA1 1TG
481;320.00000;1386.66667;398;1;Furnished;1;2;0;1;;Keys in office;New on the market 2 bedroom flat.The property offers 2 double bedrooms , fitted kitchen, reception, bathroom.The property is located close to the Queens Park and just minutes from Queens Park Station and local bars and shop. Please call 0207 372 5950 for viewing.;2010-07-26 00:00:00.000;2010-07-26 00:00:00.000;262;;221;Ashmore Road;W9 3DB
482;346.15000;1499.98333;400;1;Furnished;3;4;0;1;;Keys in office;Available for letting is a four  bedroom semi - detached house on a highly sought after street in Brondesbury Park. This property offers 2 huge reception rooms , separate dinning room, brand new fitted kitchen, 4 good size bedrooms, huge back garden , off street parking,seperate toilet, a shower room and a three - piece bathroom with shower. The  property has amazing British historical effects and makes you feel at home.;2010-07-26 00:00:00.000;2010-07-26 00:00:00.000;250;;4;Aylestone Avenue;NW6 7AA
483;462.00000;2002.00000;400;1;Furnished;3;6;0;1;;Keys in office;Available for letting is a four  bedroom semi - detached house on a highly sought after street in Brondesbury Park. This property offers 2 huge reception rooms , separate dinning room, brand new fitted kitchen, 4 good size bedrooms, huge back garden , off street parking,seperate toilet, a shower room and a three - piece bathroom with shower. The  property has amazing British historical effects and makes you feel at home.;2010-07-26 00:00:00.000;2010-07-26 00:00:00.000;250;;4;Aylestone Avenue;NW6 7AA
490;180.00000;780.00000;413;1;part furnished;1;1;1;1;q;Call Dru;Spacious one bed flat in pretty gated development, easy access to Blackheath Village and Lewisham DLR/BR Stations. Direct view of landscaped central area with pergola and lots of trees.Recently installed bathroom with power shower, new energy efficient boiler ie lower heating bills, large lounge and sofa. The property is close to all amenities and transport.;2010-08-02 00:00:00.000;2010-08-02 00:00:00.000;318;;48;Halley Gardens;SE13 5PA
500;240.00000;1040.00000;429;3;furnished;1;0;1;1;;Call Mr Dinkha;Large Studio flat with separate kichen and separate bathroom including power shower, laminated floor throughout with a long passage. 10 mins walk to Sloane Square Underground. Close to transport link and Royal Hospital Chelsea.;2010-08-16 00:00:00.000;2010-09-07 00:00:00.000;332;Cheylesmore House;.;Ebury Bridge;SW1W 8QZ
503;276.92307;1199.99997;432;3;;126;2;1;1;;call Sam;Fantastic, very large ,light ,modern, two bed two bath,open planed kitchen a large setting room leading to a long decked balcony overlooking river Thames ,this riverside flat can be shared between two professionals, it has an air-conditioner with the climate controller in every room to let the cool air in, all mod con,washing machine, dryer, dish washer.;2010-08-17 00:00:00.000;2010-08-17 00:00:00.000;310;Mizzen Mast House, Mast Quay;.;Church street;SE18 5NP
507;323.07692;1399.99999;435;1;fully furnished;1;4;1;1;;call Mrs O'Connor;Huge 4 bed house in the Brockley / Crofton Park vicinity. The property is set on a quiet residential road, offers wooden flooring, spacious lounge, 3 double size bedrooms and a good size single, fully furnished, gas central heating, private rear garden, double glazing and a fully fitted kitchen. Its conveniently located just minutes from Honor Oak  tube and train station, excellent links to city.;2010-08-17 00:00:00.000;2010-09-01 00:00:00.000;282;;12;Sevenoaks Road;SE4 1RB
509;276.93000;1200.03000;437;1;furnished;1;2;1;1;;;Unique, modern and spacious 2 bed Garden house in the Elephant and Castle vicinity set on a quiet location. The property is fully furnished, offers a large lounge, 2 double size bedrooms, fireplace,  patio garden, fully fitted kitchen and modern bathroom. It is within easy walking distance to stations, shops and all amenities.;2010-08-17 00:00:00.000;2010-08-17 00:00:00.000;322;;43;Wooler Street;SE17 2ED
511;201.92300;874.99967;449;2;FURNISHED;126;2;1;1;;;Large newly refurbished 2 bed flat in the Deptford Vicinity. The property is above commercial, offers a large lounge, large double bedroom and a double,fully fitted kitchen, newly fitted carpets and bathroom, is located on  the famous Deptford high street which is the heart of Deptford market and is only 2 minutes walk from Deprford DLR Train station.;2010-08-31 00:00:00.000;2010-08-31 00:00:00.000;302;;37;DEPTFORD HIGH STREET;SE8 4AD
512;288.46000;1249.99333;455;2;unfurnished;3;2;1;1;;;A lovely recently built semi detached 2 bedroom house with off street parking situated in this convenient location close to Stations. The property is in excellent decorative order with wood style flooring, halogen lighting, a video entry system, double glazing and gas fired central heating. There is a very attractive kitchen breakfast room with a solid wood worktop and patio doors opening onto a pretty west facing garden. There is a downstairs WC and a very attractive bathroom with a shower;2010-10-03 00:00:00.000;2010-10-03 00:00:00.000;328;;2;azra villas;se12 8qp
504;219.23076;949.99996;433;1;;1;2;1;1;;Call Rose/Valage;Sunny, light, spacious and newly redecorated 2nd floor flat of a small block with central courtyard.Double size bedroom, Free parking, Central heating, Double glazing, Furnished, Large lounge with balcony,fully fitted kitchen, wooden flooring,washing machine.  Excellent transport links. Bermondsey South Station just down road, 10 min to London Bridge.;2010-08-17 00:00:00.000;2010-09-03 00:00:00.000;331;Roystone House;Friary Estate;Green Hundred Road;SE15 1SA
